Date,Interest
2024-04-03,49
2024-04-04,51
2024-04-05,53
2024-04-06,63
2024-04-07,66
2024-04-08,50
2024-04-09,46
2024-04-10,46
2024-04-11,49
2024-04-12,50
2024-04-13,62
2024-04-14,66
2024-04-15,52
2024-04-16,47
2024-04-17,47
2024-04-18,48
2024-04-19,54
2024-04-20,62
2024-04-21,67
2024-04-22,50
2024-04-23,46
2024-04-24,47
2024-04-25,47
2024-04-26,47
2024-04-27,61
2024-04-28,69
2024-04-29,51
2024-04-30,47
2024-05-01,44
2024-05-02,46
2024-05-03,53
2024-05-04,63
2024-05-05,73
2024-05-06,62
2024-05-07,52
2024-05-08,48
2024-05-09,49
2024-05-10,51
2024-05-11,61
2024-05-12,67
2024-05-13,53
2024-05-14,48
2024-05-15,52
2024-05-16,55
2024-05-17,56
2024-05-18,68
2024-05-19,65
2024-05-20,53
2024-05-21,49
2024-05-22,49
2024-05-23,51
2024-05-24,54
2024-05-25,64
2024-05-26,66
2024-05-27,74
2024-05-28,56
2024-05-29,53
2024-05-30,53
2024-05-31,57
2024-06-01,75
2024-06-02,78
2024-06-03,60
2024-06-04,57
2024-06-05,57
2024-06-06,59
2024-06-07,58
2024-06-08,72
2024-06-09,73
2024-06-10,63
2024-06-11,61
2024-06-12,56
2024-06-13,59
2024-06-14,58
2024-06-15,61
2024-06-16,68
2024-06-17,51
2024-06-18,47
2024-06-19,58
2024-06-20,54
2024-06-21,54
2024-06-22,62
2024-06-23,66
2024-06-24,52
2024-06-25,49
2024-06-26,48
2024-06-27,48
2024-06-28,50
2024-06-29,60
2024-06-30,63
2024-07-01,52
2024-07-02,50
2024-07-03,50
2024-07-04,60
2024-07-05,54
2024-07-06,62
2024-07-07,66
2024-07-08,53
2024-07-09,51
2024-07-10,50
2024-07-11,49
2024-07-12,52
2024-07-13,56
2024-07-14,56
2024-07-15,50
2024-07-16,47
2024-07-17,48
2024-07-18,51
2024-07-19,53
2024-07-20,60
2024-07-21,62
2024-07-22,50
2024-07-23,51
2024-07-24,48
2024-07-25,68
2024-07-26,81
2024-07-27,72
2024-07-28,66
2024-07-29,52
2024-07-30,50
2024-07-31,45
2024-08-01,49
2024-08-02,47
2024-08-03,58
2024-08-04,62
2024-08-05,48
2024-08-06,47
2024-08-07,51
2024-08-08,45
2024-08-09,47
2024-08-10,51
2024-08-11,57
2024-08-12,45
2024-08-13,45
2024-08-14,44
2024-08-15,48
2024-08-16,49
2024-08-17,58
2024-08-18,64
2024-08-19,50
2024-08-20,45
2024-08-21,45
2024-08-22,45
2024-08-23,48
2024-08-24,59
2024-08-25,67
2024-08-26,49
2024-08-27,47
2024-08-28,50
2024-08-29,48
2024-08-30,50
2024-08-31,60
